placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,saturday,sunday,monday,tuesday,wednesday,thursday,friday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,info
https://www.google.com/maps/place/o2+Shop+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b6abef1a8759:0xadb11f4b3d0c8742!8m2!3d49.23909!4d6.99048!16s%2Fg%2F11dyp639mh!19sChIJWYca76u2lUcRQocMPUsfsa0,o2 Shop Saarbrücken,4.7,469,Cell phone store,"Digital communications chain providing mobile phones, contracts, broadband & accessories. · In-store shopping · In-store pick-up","Trierer Str. 1, 66111 Saarbrücken, Germany","6XQR+J5 Saarbrücken, Germany",https://www.o2online.de/shops/saarbruecken/1543,+49 681 3039560,9:30 AM–8 PM,Closed,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOGM2akothvZF3CMutJtYzczfJAWQolHOqiHU7z=w481-h240-k-no,TRUE,49.2390625,6.9904375,shopping in Saarbrücken,2023-06-10T10:55:28.294Z,LGBTQ+ friendly
https://www.google.com/maps/place/Desigual/data=!4m7!3m6!1s0x4795b6a9586fdfa3:0x2dae475d9ff8dac!8m2!3d49.239!4d6.99!16s%2Fg%2F11bx9cfm8j!19sChIJo99vWKm2lUcRrI3_2XXk2gI,Desigual,4,79,Clothing store,"Store selling colorful, fashionable clothes for women, plus bags, accessories & shoes. · In-store shopping · In-store pick-up","Trierer Str. 1/Unit 0.28, 66111 Saarbrücken, Germany","6XQR+J2 Saarbrücken, Germany",https://www.desigual.com/,+49 681 96778714,9:30 AM–8 PM,Closed,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOFbD_YkWaLFKMgGqh5LRnMMVD6zzF0wMeiwS6T=w408-h544-k-no,TRUE,49.2390625,6.9900625,shopping in Saarbrücken,2023-06-10T10:55:32.525Z,
https://www.google.com/maps/place/Egotier+DE/data=!4m7!3m6!1s0x4795b12c512dd6ed:0x61b97d7a9fd0841b!8m2!3d49.2437753!4d6.979269!16s%2Fg%2F11sd0v6chz!19sChIJ7dYtUSyxlUcRG4TQn3p9uWE,Egotier DE,,,Gift shop,,"Lebacher Str. 4, 66113 Saarbrücken, Germany","6XVH+GP Saarbrücken, Germany",https://egotier.de/,+49 681 96989152,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open now,https://lh5.googleusercontent.com/p/AF1QipMYhEtEjtEBDTUe36_vj8SFVQRPndKbp9k6Udrv=w431-h240-k-no,TRUE,49.2438125,6.9793125,shopping in Saarbrücken,2023-06-10T10:55:36.566Z,
https://www.google.com/maps/place/ETERNA+Brand+Stores+-+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x410b7f1ed4b17cff:0xb41e505fa44b3480!8m2!3d49.2339332!4d6.9954318!16s%2Fg%2F1w3w1_7z!19sChIJ_3yx1B5_C0ERgDRLpF9QHrQ,ETERNA Brand Stores - Saarbrücken,4.4,11,Clothing store,· In-store shopping · In-store pick-up,"Bahnhofstraße 22, 66111 Saarbrücken, Germany","6XMW+H5 Saarbrücken, Germany",https://www.eterna.de/,+49 681 3799445,10 AM–7 PM,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipN_6fb_Ts59ui-c81axLGqZNsKN4iY9nnzL1Riz=w491-h240-k-no,TRUE,49.2339375,6.9954375,shopping in Saarbrücken,2023-06-10T10:55:42.520Z,LGBTQ+ friendly
https://www.google.com/maps/place/YaaYaa+-+Das+kultigbunte+Kaufhaus!/data=!4m7!3m6!1s0x4795b41d270b1923:0xcf90f7f26f3f2ea8!8m2!3d49.2324636!4d6.9958448!16s%2Fg%2F1w8w8z12!19sChIJIxkLJx20lUcRqC4_b_L3kM8,YaaYaa - Das kultigbunte Kaufhaus!,4.9,28,Gift shop,· In-store shopping · In-store pick-up · Delivery,"Saarstraße 3, 66111 Saarbrücken, Germany","6XJW+X8 Saarbrücken, Germany",http://www.yaayaa.de/,+49 681 95812958,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN5TmrqFzw6y8_CbjpYBAlE_EYTrHkL_wAlsdG4=w408-h306-k-no,TRUE,49.2324375,6.9958125,shopping in Saarbrücken,2023-06-10T10:55:47.421Z,Identifies as women-owned
https://www.google.com/maps/place/Vodafone/data=!4m7!3m6!1s0x4795b6abfd03bee5:0x44f4da64a79f2a89!8m2!3d49.2396416!4d6.9896616!16s%2Fg%2F1tfzqvvm!19sChIJ5b4D_au2lUcRiSqfp2Ta9EQ,Vodafone,3.9,169,Cell phone store,"Telecommunications provider offering mobile phones, contracts, accessories & more. · In-store shopping · In-store pick-up","Reichstr, Europa-Galerie Saarbrücken, Trierer Str. 1, 66111 Saarbrücken, Germany","6XQQ+VV Saarbrücken, Germany",https://shops.vodafone.de/saarbruecken/reichstr.-1-/-trierer-str.-1,+49 681 3835160,9:30 AM–8 PM,Closed,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipM0kQ372pZiKDIO7p1bwaQKNWRDagofWDEiYVD6=w481-h240-k-no,TRUE,49.2396875,6.9896875,shopping in Saarbrücken,2023-06-10T10:55:54.213Z,
https://www.google.com/maps/place/GALERIA+Markthalle/data=!4m7!3m6!1s0x4795b5b62be3b597:0x6064b3efa50a8a44!8m2!3d49.2336878!4d6.9943585!16s%2Fg%2F11ph8skqht!19sChIJl7XjK7a1lUcRRIoKpe-zZGA,GALERIA Markthalle,4.8,5,Grocery store,· In-store shopping,"Bahnhofstraße 15, 66111 Saarbrücken, Germany","6XMV+FP Saarbrücken, Germany",https://galeria-markthalle.de/#,+49 1515 5181229,9:30 AM–8 PM,Closed,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipPTXvRg0_LQTgPESEdrOszgaI6WS1XGVWgfNjNO=w408-h306-k-no,FALSE,49.2336875,6.9943125,shopping in Saarbrücken,2023-06-10T10:56:00.301Z,
https://www.google.com/maps/place/1.FC+Saarbr%C3%BCcken+Fan+Shop/data=!4m7!3m6!1s0x4795b41d0622e519:0xa095de885970ebd!8m2!3d49.23292!4d6.99767!16s%2Fg%2F11dxppwbqn!19sChIJGeUiBh20lUcRvQ6XhehdCQo,1.FC Saarbrücken Fan Shop,4.5,167,Sports memorabilia store,· In-store shopping · In-store pick-up,"Katholisch-Kirch-Straße 15, 66111 Saarbrücken, Germany","6XMX+53 Saarbrücken, Germany",https://www.fc-saarbruecken.de/startseite/fans/fanshop/,+49 681 8765623,11 AM–2 PM,Closed,Closed,12–6 PM,12–6 PM,Closed,12–6 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipPOV5JPF8i2yr3M6tqWWA4Guv-aq-csTXOpDr_q=w408-h718-k-no,FALSE,49.2329375,6.9976875,shopping in Saarbrücken,2023-06-10T10:56:07.534Z,
https://www.google.com/maps/place/the+FRESH+TEA+SHOP+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b402ae566f61:0x2ab58c991910fdaf!8m2!3d49.2331385!4d6.9963024!16s%2Fg%2F11b5wlf7k9!19sChIJYW9WrgK0lUcRr_0QGZmMtSo,the FRESH TEA SHOP Saarbrücken,3.9,172,Tea store,· Dine-in · Takeaway · Delivery,"Kaltenbachstraße 3, 66111 Saarbrücken, Germany","6XMW+7G Saarbrücken, Germany",http://www.freshteashop.com/,+49 681 38081,12–8 PM,Closed,12–7 PM,12–7 PM,12–7 PM,12–7 PM,12–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipO6KPnhUqwo_mOpOM7hFeaEEKDWVTWw8XchS8OV=w408-h413-k-no,TRUE,49.2331875,6.9963125,shopping in Saarbrücken,2023-06-10T10:56:13.205Z,
https://www.google.com/maps/place/Mansoor+Kiosk/data=!4m7!3m6!1s0x4795b55c2ca03377:0x21a3dc4fd0db7d8c!8m2!3d49.23393!4d6.9883218!16s%2Fg%2F11rxk8qtb4!19sChIJdzOgLFy1lUcRjH3b0E_coyE,Mansoor Kiosk,4.9,27,Store,· In-store shopping,"Eisenbahnstraße 17, 66117 Saarbrücken, Germany","6XMQ+H8 Saarbrücken, Germany",,,8 AM–8 PM,12–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,8 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipO2W3jjbTAOYT3INy64uw_dnm90Z0J5I-BBTses=w408-h306-k-no,TRUE,49.2339375,6.9883125,shopping in Saarbrücken,2023-06-10T10:56:18.450Z,
https://www.google.com/maps/place/JD+Sports/data=!4m7!3m6!1s0x4795b6abf0f810d3:0x887a6cfa591344fb!8m2!3d49.2396416!4d6.9896616!16s%2Fg%2F11b6_pry1j!19sChIJ0xD48Ku2lUcR-0QTWfpseog,JD Sports,4,449,Sportswear store,"Retail chain specializing in designer branded training shoes, casual sportswear and accessories. · In-store shopping · In-store pick-up","Europa Galerie, Trierer Str. 1, 66111 Saarbrücken, Germany","6XQQ+VV Saarbrücken, Germany",https://www.jdsports.de/?utm_campaign=984&utm_source=google+listings&utm_medium=organic&y_source=1_OTAwOTE1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+49 681 99194942,10 AM–8 PM,Closed,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,10 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipP7MmuhdHFbhm2LrocxcUvskJ3gqebq4dAfPhFt=w425-h240-k-no,TRUE,49.2396875,6.9896875,shopping in Saarbrücken,2023-06-10T10:56:23.422Z,
https://www.google.com/maps/place/HALLHUBER/data=!4m7!3m6!1s0x4795b6abe9088a29:0x341746aed746ab51!8m2!3d49.2396767!4d6.9896621!16s%2Fg%2F1ptzlkhzp!19sChIJKYoI6au2lUcRUatG165GFzQ,HALLHUBER,4,23,Women's clothing store,· In-store shopping,"Trierer Str. 1, 66111 Saarbrücken, Germany","6XQQ+VV Saarbrücken, Germany",https://www.hallhuber.com/de/?em_src=cp&em_cmp=gmb/website/saarbr%C3%BCcken/trierer-str&utm_source=gmb&utm_medium=organic&utm_campaign=gmb_website_DE-saarbr%C3%BCcken-trierer-str,+49 681 85791158,9:30 AM–7 PM,Closed,9:30 AM–7 PM,9:30 AM–7 PM,9:30 AM–7 PM,9:30 AM–7 PM,9:30 AM–7 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipPK1YiEqKSS0qMORu_Qm8MyoQKbxHue1aECV4Wx=w425-h240-k-no,TRUE,49.2396875,6.9896875,shopping in Saarbrücken,2023-06-10T10:56:28.301Z,
https://www.google.com/maps/place/OUI-Store+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b402d2df2243:0x531de689c0b9e112!8m2!3d49.2329782!4d6.9947645!16s%2Fg%2F11c5sq_4pn!19sChIJQyLf0gK0lUcREuG5wInmHVM,OUI-Store Saarbrücken,5,4,Women's clothing store,· In-store shopping,"Fürstenstraße 1B, 66111 Saarbrücken, Germany","6XMV+5W Saarbrücken, Germany",https://www.facebook.com/Oui-Store-Saarbr%C3%BCcken-1069633403124249/?fref=ts,+49 681 93319593,10:30 AM–6 PM,Closed,10:30 AM–6:30 PM,10:30 AM–6:30 PM,10:30 AM–6:30 PM,10:30 AM–6:30 PM,10:30 AM–6:30 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipM3cJJMZByVbEGLXTOHGXG1P21Ffl29YReiy4oJ=w426-h240-k-no,TRUE,49.2329375,6.9948125,shopping in Saarbrücken,2023-06-10T10:56:32.510Z,
https://www.google.com/maps/place/Tamaris+Store+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b6a960ac17fd:0x755036ef5caa5bf6!8m2!3d49.2361013!4d6.9936167!16s%2Fg%2F1tfzl8dw!19sChIJ_ResYKm2lUcR9luqXO82UHU,Tamaris Store Saarbrücken,,,Shoe store,· In-store shopping,"Bahnhofstraße 54, 66111 Saarbrücken, Germany","6XPV+CC Saarbrücken, Germany",https://www.tamaris.com/?utm_source=Google&utm_medium=Yext,+49 681 76177740,10 AM–7 PM,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipNoHAGeD0Ib2zCRHE99CLP6XlTYfHbP1YrrN4CG=w408-h544-k-no,TRUE,49.2360625,6.9935625,shopping in Saarbrücken,2023-06-10T10:56:37.719Z,LGBTQ+ friendly
https://www.google.com/maps/place/o2+Shop+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b6a9b2f2d36d:0xd5b56e4d3629c2df!8m2!3d49.237!4d6.99256!16s%2Fg%2F1tfghrv5!19sChIJbdPysqm2lUcR38IpNk1utdU,o2 Shop Saarbrücken,4.6,724,Cell phone store,"Digital communications chain providing mobile phones, contracts, broadband & accessories. · In-store shopping · In-store pick-up","Bahnhofstraße 76, 66111 Saarbrücken, Germany","6XPV+Q2 Saarbrücken, Germany",https://www.o2online.de/shops/saarbruecken/1542,+49 681 4031144,10 AM–6 PM,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOavdYcs40j5RVkspk_8QFlCCBPdvYFCnmukZvL=w426-h240-k-no,TRUE,49.2369375,6.9925625,shopping in Saarbrücken,2023-06-10T10:56:42.539Z,LGBTQ+ friendly
"https://www.google.com/maps/place/Boutique/@49.2094196,6.9640639,17z/data=!3m1!4b1!4m6!3m5!1s0x4795b38e28b3dcd9:0x7c166665bfa810e1!8m2!3d49.2094196!4d6.9640639!16s%2Fg%2F11j43dwgft",Boutique,,1,Clothing store,· In-store shopping,"Zinzinger Str., 66117 Saarbrücken, Germany","6X57+QJ Saarbrücken, Germany",,,,,,,,,,,,FALSE,49.2094375,6.9640625,shopping in Saarbrücken,2023-06-10T10:56:49.305Z,
https://www.google.com/maps/place/KiK+Saarbr%C3%BCcken/data=!4m7!3m6!1s0x4795b5d46dc44dab:0x52f567dacb6f6b62!8m2!3d49.2287717!4d7.0358839!16s%2Fg%2F11b88k91tg!19sChIJq03EbdS1lUcRYmtvy9pn9VI,KiK Saarbrücken,3.9,328,Clothing store,· In-store shopping · In-store pick-up,"Breslauer Str. 1A, 66121 Saarbrücken, Germany","62HP+G9 Saarbrücken, Germany",https://www.kik.de/filialfinder/5982/Saarbr%C3%BCcken/Breslauer_Stra%C3%9Fe?wid=mc.lbm.google.-.66121-Saarbruecken.5982.-.-.-.-,,9 AM–8 PM,Closed,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,9 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOyhgVV5qGdg-rMjO_rJIU-X8N4YlazVyk1UdXo=w408-h306-k-no,TRUE,49.2288125,7.0359375,shopping in Saarbrücken,2023-06-10T10:56:54.604Z,
https://www.google.com/maps/place/Orion+Fachgesch%C3%A4ft+Saarbr%C3%BCcken+-+Mit+extra+Fetish-Shop/data=!4m7!3m6!1s0x4795b6ab79997fe3:0x83b048ca5c7548c!8m2!3d49.240215!4d6.9864568!16s%2Fg%2F1tq8hhb2!19sChIJ43-Zeau2lUcRjFTHpYwEOwg,Orion Fachgeschäft Saarbrücken - Mit extra Fetish-Shop,4.9,60,Adult entertainment store,· In-store shopping · In-store pick-up,"Trierer Str. 36, 66111 Saarbrücken, Germany","6XRP+3H Saarbrücken, Germany",http://www.orion-store.de/,+49 681 46044,9:30 AM–8 PM,Closed,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,9:30 AM–8 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipNnJtDFDrC2DpBWn4Y82KEoWqFlIGVSVrhErir-=w408-h335-k-no,TRUE,49.2401875,6.9864375,shopping in Saarbrücken,2023-06-10T10:56:59.161Z,Identifies as women-owned
